Posicion_X_nm,Posicion_Y_nm,Posicion_Z_nm,Fuerza_X_N,Fuerza_Y_N,Fuerza_Z_N,Fuerza_Magnitud_N,Intensidad_W_m2
-20,-150,0,1.28657944515085e-13,9.64934583863138e-13,9.57458206698444e-16,9.7347446527795e-13,65284697458.7186
-20,-140,0,2.29786450216541e-13,1.60850515151578e-12,1.71005715300028e-15,1.62483647160304e-12,116600978601.15
-20,-130,0,3.94312004357039e-13,2.56302802832076e-12,2.93446980927657e-15,2.59318399691401e-12,200088079417.029
-20,-120,0,6.50104617759964e-13,3.90062770655978e-12,4.83812279278138e-15,3.95443496932834e-12,329889472548.376
-20,-110,0,1.02980271018282e-12,5.66391490600551e-12,7.66394445225359e-15,5.75677725992728e-12,522569331387.416
-20,-100,0,1.56730003649093e-12,7.83650018245466e-12,1.16642288207265e-14,7.99170198194542e-12,795330432516.966
-20,-90,0,2.29180318859314e-12,1.03131143486691e-11,1.70564220521827e-14,1.05647044608689e-11,1162999434977.6
-20,-80,0,3.21980200922708e-12,1.28792080369083e-11,2.39633790658496e-14,1.32756054054089e-11,1633953253998.6
-20,-70,0,4.34617398978614e-12,1.52116089642515e-11,3.23471782913195e-14,1.58203451912635e-11,2205606191077.47
-20,-60,0,5.63650968047032e-12,1.6909529041411e-11,4.19520287447541e-14,1.78242580140962e-11,2860517028544.67
-20,-50,0,7.02323518798602e-12,1.7558087969965e-11,5.2275446819771e-14,1.89107117367152e-11,3564423706718.47
-20,-40,0,8.407864574055e-12,1.681572914811e-11,6.25850725975807e-14,1.88006609024672e-11,4267389951206.35
-20,-30,0,9.67057252816771e-12,1.45058587922516e-11,7.19899692085745e-14,1.7434021190734e-11,4908666850379.29
-20,-20,0,1.06864229538832e-11,1.06864229538832e-11,7.95612203624779e-14,1.51130936967369e-11,5424915849561.18
-20,-10,0,1.13456519425054e-11,5.67282597125269e-12,8.44810114686279e-14,1.26851058151635e-11,5760373910997.23
-20,0,0,1.15739394080839e-11,0,8.61876411071099e-14,1.15742603103385e-11,5876741183054.54
-20,10,0,1.13456519425054e-11,-5.67282597125269e-12,8.44810114686279e-14,1.26851058151635e-11,5760373910997.23
-20,20,0,1.06864229538832e-11,-1.06864229538832e-11,7.95612203624779e-14,1.51130936967369e-11,5424915849561.18
-20,30,0,9.67057252816771e-12,-1.45058587922516e-11,7.19899692085745e-14,1.7434021190734e-11,4908666850379.29
-20,40,0,8.407864574055e-12,-1.681572914811e-11,6.25850725975807e-14,1.88006609024672e-11,4267389951206.35
-20,50,0,7.02323518798602e-12,-1.7558087969965e-11,5.2275446819771e-14,1.89107117367152e-11,3564423706718.47
-20,60,0,5.63650968047032e-12,-1.6909529041411e-11,4.19520287447541e-14,1.78242580140962e-11,2860517028544.67
-20,70,0,4.34617398978614e-12,-1.52116089642515e-11,3.23471782913195e-14,1.58203451912635e-11,2205606191077.47
-20,80,0,3.21980200922708e-12,-1.28792080369083e-11,2.39633790658496e-14,1.32756054054089e-11,1633953253998.6
-20,90,0,2.29180318859314e-12,-1.03131143486691e-11,1.70564220521827e-14,1.05647044608689e-11,1162999434977.6
-20,100,0,1.56730003649093e-12,-7.83650018245466e-12,1.16642288207265e-14,7.99170198194542e-12,795330432516.966
-20,110,0,1.02980271018282e-12,-5.66391490600551e-12,7.66394445225359e-15,5.75677725992728e-12,522569331387.416
-20,120,0,6.50104617759964e-13,-3.90062770655978e-12,4.83812279278138e-15,3.95443496932834e-12,329889472548.376
-20,130,0,3.94312004357039e-13,-2.56302802832076e-12,2.93446980927657e-15,2.59318399691401e-12,200088079417.029
-20,140,0,2.29786450216541e-13,-1.60850515151578e-12,1.71005715300028e-15,1.62483647160304e-12,116600978601.15
-20,150,0,1.28657944515085e-13,-9.64934583863138e-13,9.57458206698444e-16,9.7347446527795e-13,65284697458.7186
-20,160,0,6.9211244295235e-14,-5.5368995436188e-13,5.15059316522881e-16,5.57999128300623e-13,35119539857.9744
-20,170,0,3.57721154729969e-14,-3.04062981520474e-13,2.66209095087291e-16,3.06160108184942e-13,18151581042.3324
-20,180,0,1.77639915630735e-14,-1.59875924067662e-13,1.32195524355997e-16,1.60859839513778e-13,9013808386.20364
-20,190,0,8.47548381597826e-15,-8.05170962517934e-14,6.30723242398707e-17,8.0961970040591e-14,4300613412.89964
-20,200,0,3.88522770984251e-15,-3.88522770984251e-14,2.89127325785639e-17,3.90460659482648e-14,1971427040.77408
-20,210,0,1.71118324655557e-15,-1.79674240888335e-14,1.27340826458748e-17,1.8048729557732e-14,868278873.306572
-20,220,0,7.24110168567657e-16,-7.96521185424423e-15,5.38858092883924e-18,7.99806004328676e-15,367422696.061228
-20,230,0,2.94402080617534e-16,-3.38562392710164e-15,2.19083351472519e-18,3.39840061802409e-15,149382920.518746
-20,240,0,1.15001954207416e-16,-1.380023450489e-15,8.55800553489141e-19,1.38480717277376e-15,58353126.8818496
-20,250,0,4.31616158051609e-17,-5.39520197564511e-16,3.21191446128175e-19,5.41244003960235e-16,21900576.1714781
-10,-250,0,2.29152872803607e-17,5.72882182009018e-16,3.41052815936614e-19,5.7334040601686e-16,23254832.1692734
-10,-240,0,6.10566291543401e-17,1.46535909970416e-15,9.0872030424843e-19,1.46663084272153e-15,61961482.7283405
-10,-230,0,1.56303415811591e-16,3.5949785636666e-15,2.32630709333145e-18,3.59837561167833e-15,158620244.436473
-10,-220,0,3.84443240371375e-16,8.45775128817026e-15,5.72179216425845e-18,8.46648605954787e-15,390142846.708012
-10,-210,0,9.08498237354663e-16,1.90784629844479e-14,1.35215143401182e-17,1.91000864324635e-14,921970240.270095
-10,-200,0,2.06273781669427e-15,4.12547563338855e-14,3.07005961124104e-17,4.13063039982432e-14,2093333280.7416
-10,-190,0,4.49978778317103e-15,8.54959678802495e-14,6.69724989534512e-17,8.56143276513333e-14,4566548494.37985
-10,-180,0,9.43122415809653e-15,1.69762034845737e-13,1.40370039050921e-16,1.70023869406132e-13,9571191168.02781
-10,-170,0,1.89920612585956e-14,3.22865041396125e-13,2.82670546186448e-16,3.2342327258441e-13,19274012128.328
-10,-160,0,3.67454945733089e-14,5.87927913172942e-13,5.46908805922659e-16,5.89075344560074e-13,37291210919.0529
-10,-150,0,6.830680930124e-14,1.0246021395186e-12,1.01666411566218e-15,1.02687701216306e-12,69321677691.8235
-10,-140,0,1.21997727975956e-13,1.70796819166338e-12,1.81580118173699e-15,1.71232067280026e-12,123811180441.654
-10,-130,0,2.09347240369038e-13,2.7215141247975e-12,3.11592728822383e-15,2.72955584436833e-12,212460835253.07
-10,-120,0,3.45151986499596e-13,4.14182383799515e-12,5.13729559804935e-15,4.15618346449907e-12,350288698272.436
-10,-110,0,5.46740187212168e-13,6.01414205933385e-12,8.1378563100964e-15,6.03894823349782e-12,554883214170.93
-10,-100,0,8.32106438561724e-13,8.32106438561724e-12,1.2385504449115e-14,8.36257538294298e-12,844510919826.241
-10,-90,0,1.21675663038188e-12,1.09508096734369e-11,1.81111322883097e-14,1.10182147925393e-11,1234915303670.82
-10,-80,0,1.7094446825325e-12,1.367555746026e-11,2.54451916708391e-14,1.37820071262966e-11,1734991280442.42
-10,-70,0,2.30744924222765e-12,1.61521446955936e-11,3.43474160873417e-14,1.63161662169102e-11,2341993260972.77
-10,-60,0,2.99249798909043e-12,1.79549879345426e-11,4.45461973229014e-14,1.82027091474861e-11,3037401522924.06
-10,-50,0,3.72870605505462e-12,1.86435302752731e-11,5.55079799202213e-14,1.90128259631718e-11,3784835359166.35
-10,-40,0,4.46376314982395e-12,1.78550525992958e-11,6.64551173523057e-14,1.84046869319738e-11,4531270608551.32
-10,-30,0,5.13398648117575e-12,1.54019594435273e-11,7.64415802903396e-14,1.62352707154562e-11,5212201856548.43
-10,-20,0,5.67282597125269e-12,1.13456519425054e-11,8.44810114686279e-14,1.26851058151635e-11,5760373910997.23
-10,-10,0,6.02128256598373e-12,6.02128256598373e-12,8.97050254665068e-14,8.51585195212041e-12,6116575540463.28
-10,0,0,6.14024006614311e-12,0,9.15171871880645e-14,6.14092203707391e-12,6240138562755.52
-10,10,0,6.02128256598373e-12,-6.02128256598373e-12,8.97050254665068e-14,8.51585195212041e-12,6116575540463.28
-10,20,0,5.67282597125269e-12,-1.13456519425054e-11,8.44810114686279e-14,1.26851058151635e-11,5760373910997.23
-10,30,0,5.13398648117575e-12,-1.54019594435273e-11,7.64415802903396e-14,1.62352707154562e-11,5212201856548.43
-10,40,0,4.46376314982395e-12,-1.78550525992958e-11,6.64551173523057e-14,1.84046869319738e-11,4531270608551.32
-10,50,0,3.72870605505462e-12,-1.86435302752731e-11,5.55079799202213e-14,1.90128259631718e-11,3784835359166.35
-10,60,0,2.99249798909043e-12,-1.79549879345426e-11,4.45461973229014e-14,1.82027091474861e-11,3037401522924.06
-10,70,0,2.30744924222765e-12,-1.61521446955936e-11,3.43474160873417e-14,1.63161662169102e-11,2341993260972.77
-10,80,0,1.7094446825325e-12,-1.367555746026e-11,2.54451916708391e-14,1.37820071262966e-11,1734991280442.42
-10,90,0,1.21675663038188e-12,-1.09508096734369e-11,1.81111322883097e-14,1.10182147925393e-11,1234915303670.82
-10,100,0,8.32106438561724e-13,-8.32106438561724e-12,1.2385504449115e-14,8.36257538294298e-12,844510919826.241
-10,110,0,5.46740187212168e-13,-6.01414205933385e-12,8.1378563100964e-15,6.03894823349782e-12,554883214170.93
-10,120,0,3.45151986499596e-13,-4.14182383799515e-12,5.13729559804935e-15,4.15618346449907e-12,350288698272.436
-10,130,0,2.09347240369038e-13,-2.7215141247975e-12,3.11592728822383e-15,2.72955584436833e-12,212460835253.07
-10,140,0,1.21997727975956e-13,-1.70796819166338e-12,1.81580118173699e-15,1.71232067280026e-12,123811180441.654
-10,150,0,6.830680930124e-14,-1.0246021395186e-12,1.01666411566218e-15,1.02687701216306e-12,69321677691.8235
-10,160,0,3.67454945733089e-14,-5.87927913172942e-13,5.46908805922659e-16,5.89075344560074e-13,37291210919.0529
-10,170,0,1.89920612585956e-14,-3.22865041396125e-13,2.82670546186448e-16,3.2342327258441e-13,19274012128.328
-10,180,0,9.43122415809653e-15,-1.69762034845737e-13,1.40370039050921e-16,1.70023869406132e-13,9571191168.02781
-10,190,0,4.49978778317103e-15,-8.54959678802495e-14,6.69724989534512e-17,8.56143276513333e-14,4566548494.37985
-10,200,0,2.06273781669427e-15,-4.12547563338855e-14,3.07005961124104e-17,4.13063039982432e-14,2093333280.7416
-10,210,0,9.08498237354663e-16,-1.90784629844479e-14,1.35215143401182e-17,1.91000864324635e-14,921970240.270095
-10,220,0,3.84443240371375e-16,-8.45775128817026e-15,5.72179216425845e-18,8.46648605954787e-15,390142846.708012
-10,230,0,1.56303415811591e-16,-3.5949785636666e-15,2.32630709333145e-18,3.59837561167833e-15,158620244.436473
-10,240,0,6.10566291543401e-17,-1.46535909970416e-15,9.0872030424843e-19,1.46663084272153e-15,61961482.7283405
-10,250,0,2.29152872803607e-17,-5.72882182009018e-16,3.41052815936614e-19,5.7334040601686e-16,23254832.1692734
0,-250,0,0,5.84455141960986e-16,3.47942539838419e-19,5.84455245530953e-16,23724610.9411891
0,-240,0,0,1.49496123676769e-15,9.27077672103743e-19,1.49496152422428e-15,63213187.7094958
0,-230,0,0,3.66760172401794e-15,2.37330161393042e-18,3.66760249189848e-15,161824585.929457
0,-220,0,0,8.62860859570189e-15,5.83738003333095e-18,8.62861057023819e-15,398024255.01336
0,-210,0,0,1.9463871941018e-14,1.37946670489793e-17,1.94638768293777e-14,940595274.588325
0,-200,0,0,4.20881537865336e-14,3.13207892935009e-17,4.20881654405457e-14,2135621418.13515
0,-190,0,0,8.72230915545731e-14,6.83254331772505e-17,8.72231183156292e-14,4658798893.26342
0,-180,0,0,1.73191433386669e-13,1.43205701939357e-16,1.73191492592454e-13,9764542055.27414
0,-170,0,0,3.29387298116343e-13,2.88380870005507e-16,3.29387424356047e-13,19663373001.0121
0,-160,0,0,5.99804736200402e-13,5.57957096674727e-16,5.99804995714904e-13,38044543350.838
0,-150,0,0,1.04530024600726e-12,1.03720209315567e-15,1.04530076059048e-12,70722068474.1009
0,-140,0,0,1.74247096708657e-12,1.85248279883024e-15,1.74247195180644e-12,126312332196.869
0,-130,0,0,2.77649142067844e-12,3.17887319487188e-15,2.77649324046283e-12,216752828828.385
0,-120,0,0,4.2254924192831e-12,5.24107585324349e-15,4.22549566965759e-12,357364999373.766
0,-110,0,0,6.13563237848021e-12,8.30225191250552e-15,6.1356379954526e-12,566092598655.535
0,-100,0,0,8.48915476579396e-12,1.26357082358945e-14,8.48916416961794e-12,861571172073.959
0,-90,0,0,1.1172019402194e-11,1.84770014299354e-14,1.11720346814079e-11,1259862247624.52
0,-80,0,0,1.39518020005415e-11,2.59592186398277e-14,1.3951826150843e-11,1770040429242.1
0,-70,0,0,1.647840444449e-11,3.50412799187625e-14,1.64784417020387e-11,2389304663178.05
0,-60,0,0,1.83176409166881e-11,4.54460902019202e-14,1.83176972925049e-11,3098761103886.44
0,-50,0,0,1.90200445993587e-11,5.6629315496788e-14,1.90201289017968e-11,3861294105202.15
0,-40,0,0,1.82155461613673e-11,6.77975997744576e-14,1.82156723310296e-11,4622808346867.91
0,-30,0,0,1.57126994659052e-11,7.79858026459673e-14,1.57128929956031e-11,5317495318540.66
0,-20,0,0,1.15739394080839e-11,8.61876411071099e-14,1.15742603103385e-11,5876741183054.54
0,-10,0,0,6.14024006614311e-12,9.15171871880645e-14,6.14092203707391e-12,6240138562755.52
0,0,0,0,0,9.33659570047428e-14,9.33659570047428e-14,6366197723675.81
0,10,0,0,-6.14024006614311e-12,9.15171871880645e-14,6.14092203707391e-12,6240138562755.52
0,20,0,0,-1.15739394080839e-11,8.61876411071099e-14,1.15742603103385e-11,5876741183054.54
0,30,0,0,-1.57126994659052e-11,7.79858026459673e-14,1.57128929956031e-11,5317495318540.66
0,40,0,0,-1.82155461613673e-11,6.77975997744576e-14,1.82156723310296e-11,4622808346867.91
0,50,0,0,-1.90200445993587e-11,5.6629315496788e-14,1.90201289017968e-11,3861294105202.15
0,60,0,0,-1.83176409166881e-11,4.54460902019202e-14,1.83176972925049e-11,3098761103886.44
0,70,0,0,-1.647840444449e-11,3.50412799187625e-14,1.64784417020387e-11,2389304663178.05
0,80,0,0,-1.39518020005415e-11,2.59592186398277e-14,1.3951826150843e-11,1770040429242.1
0,90,0,0,-1.1172019402194e-11,1.84770014299354e-14,1.11720346814079e-11,1259862247624.52
0,100,0,0,-8.48915476579396e-12,1.26357082358945e-14,8.48916416961794e-12,861571172073.959
0,110,0,0,-6.13563237848021e-12,8.30225191250552e-15,6.1356379954526e-12,566092598655.535
0,120,0,0,-4.2254924192831e-12,5.24107585324349e-15,4.22549566965759e-12,357364999373.766
0,130,0,0,-2.77649142067844e-12,3.17887319487188e-15,2.77649324046283e-12,216752828828.385
0,140,0,0,-1.74247096708657e-12,1.85248279883024e-15,1.74247195180644e-12,126312332196.869
0,150,0,0,-1.04530024600726e-12,1.03720209315567e-15,1.04530076059048e-12,70722068474.1009
0,160,0,0,-5.99804736200402e-13,5.57957096674727e-16,5.99804995714904e-13,38044543350.838
0,170,0,0,-3.29387298116343e-13,2.88380870005507e-16,3.29387424356047e-13,19663373001.0121
0,180,0,0,-1.73191433386669e-13,1.43205701939357e-16,1.73191492592454e-13,9764542055.27414
0,190,0,0,-8.72230915545731e-14,6.83254331772505e-17,8.72231183156292e-14,4658798893.26342
0,200,0,0,-4.20881537865336e-14,3.13207892935009e-17,4.20881654405457e-14,2135621418.13515
0,210,0,0,-1.9463871941018e-14,1.37946670489793e-17,1.94638768293777e-14,940595274.588325
0,220,0,0,-8.62860859570189e-15,5.83738003333095e-18,8.62861057023819e-15,398024255.01336
0,230,0,0,-3.66760172401794e-15,2.37330161393042e-18,3.66760249189848e-15,161824585.929457
0,240,0,0,-1.49496123676769e-15,9.27077672103743e-19,1.49496152422428e-15,63213187.7094958
0,250,0,0,-5.84455141960986e-16,3.47942539838419e-19,5.84455245530953e-16,23724610.9411891
10,-250,0,-2.29152872803607e-17,5.72882182009018e-16,3.41052815936614e-19,5.7334040601686e-16,23254832.1692734
10,-240,0,-6.10566291543401e-17,1.46535909970416e-15,9.0872030424843e-19,1.46663084272153e-15,61961482.7283405
10,-230,0,-1.56303415811591e-16,3.5949785636666e-15,2.32630709333145e-18,3.59837561167833e-15,158620244.436473
10,-220,0,-3.84443240371375e-16,8.45775128817026e-15,5.72179216425845e-18,8.46648605954787e-15,390142846.708012
10,-210,0,-9.08498237354663e-16,1.90784629844479e-14,1.35215143401182e-17,1.91000864324635e-14,921970240.270095
10,-200,0,-2.06273781669427e-15,4.12547563338855e-14,3.07005961124104e-17,4.13063039982432e-14,2093333280.7416
10,-190,0,-4.49978778317103e-15,8.54959678802495e-14,6.69724989534512e-17,8.56143276513333e-14,4566548494.37985
10,-180,0,-9.43122415809653e-15,1.69762034845737e-13,1.40370039050921e-16,1.70023869406132e-13,9571191168.02781
10,-170,0,-1.89920612585956e-14,3.22865041396125e-13,2.82670546186448e-16,3.2342327258441e-13,19274012128.328
10,-160,0,-3.67454945733089e-14,5.87927913172942e-13,5.46908805922659e-16,5.89075344560074e-13,37291210919.0529
10,-150,0,-6.830680930124e-14,1.0246021395186e-12,1.01666411566218e-15,1.02687701216306e-12,69321677691.8235
10,-140,0,-1.21997727975956e-13,1.70796819166338e-12,1.81580118173699e-15,1.71232067280026e-12,123811180441.654
10,-130,0,-2.09347240369038e-13,2.7215141247975e-12,3.11592728822383e-15,2.72955584436833e-12,212460835253.07
10,-120,0,-3.45151986499596e-13,4.14182383799515e-12,5.13729559804935e-15,4.15618346449907e-12,350288698272.436
10,-110,0,-5.46740187212168e-13,6.01414205933385e-12,8.1378563100964e-15,6.03894823349782e-12,554883214170.93
10,-100,0,-8.32106438561724e-13,8.32106438561724e-12,1.2385504449115e-14,8.36257538294298e-12,844510919826.241
10,-90,0,-1.21675663038188e-12,1.09508096734369e-11,1.81111322883097e-14,1.10182147925393e-11,1234915303670.82
10,-80,0,-1.7094446825325e-12,1.367555746026e-11,2.54451916708391e-14,1.37820071262966e-11,1734991280442.42
10,-70,0,-2.30744924222765e-12,1.61521446955936e-11,3.43474160873417e-14,1.63161662169102e-11,2341993260972.77
10,-60,0,-2.99249798909043e-12,1.79549879345426e-11,4.45461973229014e-14,1.82027091474861e-11,3037401522924.06
10,-50,0,-3.72870605505462e-12,1.86435302752731e-11,5.55079799202213e-14,1.90128259631718e-11,3784835359166.35
10,-40,0,-4.46376314982395e-12,1.78550525992958e-11,6.64551173523057e-14,1.84046869319738e-11,4531270608551.32
10,-30,0,-5.13398648117575e-12,1.54019594435273e-11,7.64415802903396e-14,1.62352707154562e-11,5212201856548.43
10,-20,0,-5.67282597125269e-12,1.13456519425054e-11,8.44810114686279e-14,1.26851058151635e-11,5760373910997.23
10,-10,0,-6.02128256598373e-12,6.02128256598373e-12,8.97050254665068e-14,8.51585195212041e-12,6116575540463.28
10,0,0,-6.14024006614311e-12,0,9.15171871880645e-14,6.14092203707391e-12,6240138562755.52
10,10,0,-6.02128256598373e-12,-6.02128256598373e-12,8.97050254665068e-14,8.51585195212041e-12,6116575540463.28
10,20,0,-5.67282597125269e-12,-1.13456519425054e-11,8.44810114686279e-14,1.26851058151635e-11,5760373910997.23
10,30,0,-5.13398648117575e-12,-1.54019594435273e-11,7.64415802903396e-14,1.62352707154562e-11,5212201856548.43
10,40,0,-4.46376314982395e-12,-1.78550525992958e-11,6.64551173523057e-14,1.84046869319738e-11,4531270608551.32
10,50,0,-3.72870605505462e-12,-1.86435302752731e-11,5.55079799202213e-14,1.90128259631718e-11,3784835359166.35
10,60,0,-2.99249798909043e-12,-1.79549879345426e-11,4.45461973229014e-14,1.82027091474861e-11,3037401522924.06
10,70,0,-2.30744924222765e-12,-1.61521446955936e-11,3.43474160873417e-14,1.63161662169102e-11,2341993260972.77
10,80,0,-1.7094446825325e-12,-1.367555746026e-11,2.54451916708391e-14,1.37820071262966e-11,1734991280442.42
10,90,0,-1.21675663038188e-12,-1.09508096734369e-11,1.81111322883097e-14,1.10182147925393e-11,1234915303670.82
10,100,0,-8.32106438561724e-13,-8.32106438561724e-12,1.2385504449115e-14,8.36257538294298e-12,844510919826.241
10,110,0,-5.46740187212168e-13,-6.01414205933385e-12,8.1378563100964e-15,6.03894823349782e-12,554883214170.93
10,120,0,-3.45151986499596e-13,-4.14182383799515e-12,5.13729559804935e-15,4.15618346449907e-12,350288698272.436
10,130,0,-2.09347240369038e-13,-2.7215141247975e-12,3.11592728822383e-15,2.72955584436833e-12,212460835253.07
10,140,0,-1.21997727975956e-13,-1.70796819166338e-12,1.81580118173699e-15,1.71232067280026e-12,123811180441.654
10,150,0,-6.830680930124e-14,-1.0246021395186e-12,1.01666411566218e-15,1.02687701216306e-12,69321677691.8235
10,160,0,-3.67454945733089e-14,-5.87927913172942e-13,5.46908805922659e-16,5.89075344560074e-13,37291210919.0529
10,170,0,-1.89920612585956e-14,-3.22865041396125e-13,2.82670546186448e-16,3.2342327258441e-13,19274012128.328
10,180,0,-9.43122415809653e-15,-1.69762034845737e-13,1.40370039050921e-16,1.70023869406132e-13,9571191168.02781
10,190,0,-4.49978778317103e-15,-8.54959678802495e-14,6.69724989534512e-17,8.56143276513333e-14,4566548494.37985
10,200,0,-2.06273781669427e-15,-4.12547563338855e-14,3.07005961124104e-17,4.13063039982432e-14,2093333280.7416
10,210,0,-9.08498237354663e-16,-1.90784629844479e-14,1.35215143401182e-17,1.91000864324635e-14,921970240.270095
10,220,0,-3.84443240371375e-16,-8.45775128817026e-15,5.72179216425845e-18,8.46648605954787e-15,390142846.708012
10,230,0,-1.56303415811591e-16,-3.5949785636666e-15,2.32630709333145e-18,3.59837561167833e-15,158620244.436473
10,240,0,-6.10566291543401e-17,-1.46535909970416e-15,9.0872030424843e-19,1.46663084272153e-15,61961482.7283405
10,250,0,-2.29152872803607e-17,-5.72882182009018e-16,3.41052815936614e-19,5.7334040601686e-16,23254832.1692734
20,-250,0,-4.31616158051609e-17,5.39520197564511e-16,3.21191446128175e-19,5.41244003960235e-16,21900576.1714781
20,-240,0,-1.15001954207416e-16,1.380023450489e-15,8.55800553489141e-19,1.38480717277376e-15,58353126.8818496
20,-230,0,-2.94402080617534e-16,3.38562392710164e-15,2.19083351472519e-18,3.39840061802409e-15,149382920.518746
20,-220,0,-7.24110168567657e-16,7.96521185424423e-15,5.38858092883924e-18,7.99806004328676e-15,367422696.061228
20,-210,0,-1.71118324655557e-15,1.79674240888335e-14,1.27340826458748e-17,1.8048729557732e-14,868278873.306572
20,-200,0,-3.88522770984251e-15,3.88522770984251e-14,2.89127325785639e-17,3.90460659482648e-14,1971427040.77408
20,-190,0,-8.47548381597826e-15,8.05170962517934e-14,6.30723242398707e-17,8.0961970040591e-14,4300613412.89964
20,-180,0,-1.77639915630735e-14,1.59875924067662e-13,1.32195524355997e-16,1.60859839513778e-13,9013808386.20364
20,-170,0,-3.57721154729969e-14,3.04062981520474e-13,2.66209095087291e-16,3.06160108184942e-13,18151581042.3324
20,-160,0,-6.9211244295235e-14,5.5368995436188e-13,5.15059316522881e-16,5.57999128300623e-13,35119539857.9744
20,-150,0,-1.28657944515085e-13,9.64934583863138e-13,9.57458206698444e-16,9.7347446527795e-13,65284697458.7186
20,-140,0,-2.29786450216541e-13,1.60850515151578e-12,1.71005715300028e-15,1.62483647160304e-12,116600978601.15
20,-130,0,-3.94312004357039e-13,2.56302802832076e-12,2.93446980927657e-15,2.59318399691401e-12,200088079417.029
20,-120,0,-6.50104617759964e-13,3.90062770655978e-12,4.83812279278138e-15,3.95443496932834e-12,329889472548.376
20,-110,0,-1.02980271018282e-12,5.66391490600551e-12,7.66394445225359e-15,5.75677725992728e-12,522569331387.416
20,-100,0,-1.56730003649093e-12,7.83650018245466e-12,1.16642288207265e-14,7.99170198194542e-12,795330432516.966
20,-90,0,-2.29180318859314e-12,1.03131143486691e-11,1.70564220521827e-14,1.05647044608689e-11,1162999434977.6
20,-80,0,-3.21980200922708e-12,1.28792080369083e-11,2.39633790658496e-14,1.32756054054089e-11,1633953253998.6
20,-70,0,-4.34617398978614e-12,1.52116089642515e-11,3.23471782913195e-14,1.58203451912635e-11,2205606191077.47
20,-60,0,-5.63650968047032e-12,1.6909529041411e-11,4.19520287447541e-14,1.78242580140962e-11,2860517028544.67
20,-50,0,-7.02323518798602e-12,1.7558087969965e-11,5.2275446819771e-14,1.89107117367152e-11,3564423706718.47
20,-40,0,-8.407864574055e-12,1.681572914811e-11,6.25850725975807e-14,1.88006609024672e-11,4267389951206.35
20,-30,0,-9.67057252816771e-12,1.45058587922516e-11,7.19899692085745e-14,1.7434021190734e-11,4908666850379.29
20,-20,0,-1.06864229538832e-11,1.06864229538832e-11,7.95612203624779e-14,1.51130936967369e-11,5424915849561.18
20,-10,0,-1.13456519425054e-11,5.67282597125269e-12,8.44810114686279e-14,1.26851058151635e-11,5760373910997.23
20,0,0,-1.15739394080839e-11,0,8.61876411071099e-14,1.15742603103385e-11,5876741183054.54
20,10,0,-1.13456519425054e-11,-5.67282597125269e-12,8.44810114686279e-14,1.26851058151635e-11,5760373910997.23
20,20,0,-1.06864229538832e-11,-1.06864229538832e-11,7.95612203624779e-14,1.51130936967369e-11,5424915849561.18
20,30,0,-9.67057252816771e-12,-1.45058587922516e-11,7.19899692085745e-14,1.7434021190734e-11,4908666850379.29
20,40,0,-8.407864574055e-12,-1.681572914811e-11,6.25850725975807e-14,1.88006609024672e-11,4267389951206.35
20,50,0,-7.02323518798602e-12,-1.7558087969965e-11,5.2275446819771e-14,1.89107117367152e-11,3564423706718.47
20,60,0,-5.63650968047032e-12,-1.6909529041411e-11,4.19520287447541e-14,1.78242580140962e-11,2860517028544.67
20,70,0,-4.34617398978614e-12,-1.52116089642515e-11,3.23471782913195e-14,1.58203451912635e-11,2205606191077.47
20,80,0,-3.21980200922708e-12,-1.28792080369083e-11,2.39633790658496e-14,1.32756054054089e-11,1633953253998.6
20,90,0,-2.29180318859314e-12,-1.03131143486691e-11,1.70564220521827e-14,1.05647044608689e-11,1162999434977.6
20,100,0,-1.56730003649093e-12,-7.83650018245466e-12,1.16642288207265e-14,7.99170198194542e-12,795330432516.966
20,110,0,-1.02980271018282e-12,-5.66391490600551e-12,7.66394445225359e-15,5.75677725992728e-12,522569331387.416
20,120,0,-6.50104617759964e-13,-3.90062770655978e-12,4.83812279278138e-15,3.95443496932834e-12,329889472548.376
20,130,0,-3.94312004357039e-13,-2.56302802832076e-12,2.93446980927657e-15,2.59318399691401e-12,200088079417.029
20,140,0,-2.29786450216541e-13,-1.60850515151578e-12,1.71005715300028e-15,1.62483647160304e-12,116600978601.15
20,150,0,-1.28657944515085e-13,-9.64934583863138e-13,9.57458206698444e-16,9.7347446527795e-13,65284697458.7186
20,160,0,-6.9211244295235e-14,-5.5368995436188e-13,5.15059316522881e-16,5.57999128300623e-13,35119539857.9744
20,170,0,-3.57721154729969e-14,-3.04062981520474e-13,2.66209095087291e-16,3.06160108184942e-13,18151581042.3324
20,180,0,-1.77639915630735e-14,-1.59875924067662e-13,1.32195524355997e-16,1.60859839513778e-13,9013808386.20364
20,190,0,-8.47548381597826e-15,-8.05170962517934e-14,6.30723242398707e-17,8.0961970040591e-14,4300613412.89964
20,200,0,-3.88522770984251e-15,-3.88522770984251e-14,2.89127325785639e-17,3.90460659482648e-14,1971427040.77408
20,210,0,-1.71118324655557e-15,-1.79674240888335e-14,1.27340826458748e-17,1.8048729557732e-14,868278873.306572
20,220,0,-7.24110168567657e-16,-7.96521185424423e-15,5.38858092883924e-18,7.99806004328676e-15,367422696.061228
